ID,Age,Gender,LicenceCountry,Yrs DL,Points,NCD,Engine cc,Ins Group,Stored,Car Age,Claim
A53898985,35,M,UK,5,0,0,1200,4,Garage,5,No
A56606917,64,M,UK,17,0,2,1400,3,Road,3,Yes
B78950881,41,F,UK,15,0,4,1200,3,Garage,2,No
A48859975,31,M,UK,6,0,0,1400,4,Road,3,Yes
A96687334,30,M,UK,12,0,4,1600,3,Garage,5,No
A27897375,57,M,UK,39,0,3,1400,5,Road,1,Yes
B11762072,49,F,UK,22,0,3,1200,3,Garage,3,No
B32920860,18,M,UK,1,0,1,1400,5,Garage,2,Yes
A74098703,34,M,UK,4,0,0,1400,4,Garage,2,No
A21721014,78,M,UK,22,8,0,1200,3,Garage,7,Yes
B98960958,33,F,UK,3,0,4,1200,4,Garage,7,No
A55529560,48,M,UK,4,8,3,1200,3,Garage,2,Yes
B21886134,35,M,UK,4,0,3,1200,5,Road,3,No
B9596155,30,M,UK,6,0,1,2400,5,Garage,2,Yes
A20429317,63,F,France,43,0,3,1400,3,Garage,5,Yes
B32623936,20,M,UK,3,0,0,1200,6,Road,1,Yes
A86475080,44,F,UK,20,0,3,1400,6,Garage,10,No
A39209768,31,F,UK,2,0,2,1600,7,Road,1,Yes
A21885909,28,F,UK,7,8,4,1200,5,Garage,3,Yes
A36255159,64,M,UK,25,4,4,1200,3,Garage,3,Yes
A25553320,50,F,UK,12,0,1,1200,6,Garage,18,No
A25500519,44,M,UK,13,0,4,1200,6,Road,3,Yes
A37932068,44,M,UK,16,0,3,1200,4,Road,13,Yes
B76376804,41,M,UK,9,0,2,2600,6,Garage,5,Yes
B16513270,19,F,UK,1,0,0,1200,6,Garage,15,No
A57867614,79,F,UK,50,0,4,1200,6,Garage,12,Yes
B2683886,60,M,UK,9,0,2,1600,2,Road,2,No
B45810673,18,F,UK,1,0,3,1200,4,Garage,1,No
A19396923,77,M,UK,29,4,1,1200,2,Drive,3,Yes
A27403265,34,F,UK,14,0,2,1200,4,Drive,14,No
A73005471,66,M,UK,1,0,2,1200,2,Road,1,No
A18737557,73,M,UK,21,0,0,1200,3,Garage,3,No
A5569715,56,F,UK,26,0,1,1600,6,Drive,2,Yes
B65537584,30,M,UK,12,0,0,1400,7,Garage,1,No
A40004461,68,F,UK,44,0,1,1200,3,Garage,1,Yes
A3810440,57,F,UK,22,0,1,1200,3,Garage,4,No
B82298021,43,F,UK,11,0,3,1200,6,Garage,1,No
B74078675,38,M,UK,10,0,3,1800,3,Garage,4,No
A76694436,45,M,UK,10,0,4,1200,2,Road,3,No
B10521672,33,M,UK,1,0,3,1400,2,Road,19,Yes
A71604789,36,M,UK,13,0,3,1400,4,Road,1,Yes
A89384918,56,M,UK,27,8,2,1200,6,Garage,6,Yes
A1607384,76,F,UK,20,0,2,1200,6,Garage,5,Yes
B27089074,35,F,UK,12,0,1,1600,5,Garage,2,No
A76674713,80,M,UK,12,0,1,1200,2,Garage,7,No
A16064059,53,M,UK,7,0,3,1200,5,Garage,4,No
B69689695,51,F,UK,24,0,0,1200,4,Garage,1,No
A93378460,72,M,UK,24,0,0,1400,3,Garage,4,No
B3673533,26,M,UK,4,0,0,1400,6,Garage,7,No
A7758087,24,M,UK,7,0,1,1200,3,Garage,15,Yes
B2879248,64,M,UK,39,0,3,1400,3,Garage,6,No
B63191547,36,F,UK,1,0,2,1200,6,Garage,1,No
B97521753,58,F,UK,39,0,2,1400,6,Road,9,Yes
B57418952,80,F,UK,63,0,1,1600,7,Road,9,Yes
B17689800,67,M,UK,49,0,2,1200,3,Road,5,No
B74660612,36,M,UK,19,0,3,1400,4,Road,7,Yes
A39424369,39,M,UK,16,4,4,1200,4,Garage,3,Yes
A57427733,45,F,UK,28,0,4,1600,6,Road,2,Yes
B34524695,74,F,UK,50,4,3,1600,6,Garage,2,Yes
B54897773,73,M,UK,41,0,4,1600,2,Garage,14,Yes
A52600957,37,F,UK,16,0,4,1400,3,Garage,15,No
A70535880,50,F,UK,30,0,0,1600,2,Drive,19,No
A88551271,28,M,UK,11,0,3,1400,6,Garage,3,No
A80000949,64,F,UK,38,0,2,1400,3,Garage,3,Yes
A8930862,39,M,UK,22,0,0,1400,4,Garage,6,No
A22644585,33,F,UK,13,0,3,1400,4,Garage,3,No
A59126522,69,M,UK,33,0,1,1800,3,Road,5,Yes
A99644400,48,F,UK,17,0,1,1400,6,Garage,2,No
A83647020,58,M,UK,18,0,1,1200,2,Garage,9,No
A55629797,50,M,UK,12,0,1,1400,4,Road,1,Yes
A579121,28,M,UK,4,0,4,1400,6,Garage,1,No
A94474040,34,M,UK,8,0,1,1200,2,Garage,1,No
B16263695,71,F,UK,40,0,1,1400,5,Garage,17,Yes
B74585645,20,M,UK,3,4,1,1400,4,Garage,5,Yes
A89396041,40,M,UK,9,0,0,1200,2,Garage,1,No
A86022191,35,F,UK,10,0,2,1400,3,Garage,3,No
A90851675,48,F,UK,26,8,4,1200,6,Garage,3,Yes
A43941045,63,M,UK,7,0,0,1400,5,Road,19,Yes
A86332943,50,M,UK,12,0,4,1200,6,Garage,1,No
B25324927,42,M,UK,4,0,0,1200,2,Drive,2,No
B98087148,33,M,UK,7,0,0,1200,3,0,4,No
A68835855,79,F,UK,53,0,0,1200,5,Garage,17,Yes
B22707708,78,F,UK,23,8,1,1400,4,Garage,4,Yes
A20014260,62,M,UK,30,0,0,1200,4,Garage,1,No
B74653233,39,M,UK,1,0,1,1200,5,Garage,9,No
A10916402,70,M,UK,30,0,2,1800,5,Road,2,Yes
B91732856,50,M,UK,23,0,1,1200,4,Garage,6,No
B82786780,70,F,UK,6,8,4,1200,2,Garage,14,Yes
A65872839,68,M,UK,33,8,2,1400,6,Garage,18,Yes
A79407880,45,F,UK,5,0,3,1200,3,Garage,4,No
A72628913,20,F,UK,1,0,0,1200,2,Garage,6,No
B61235227,30,M,UK,11,4,1,1400,3,Garage,11,Yes
B19054851,70,M,UK,53,0,0,1400,4,Garage,9,Yes
B97501019,52,F,UK,12,0,4,1400,6,Drive,9,No
B27569834,69,M,UK,46,0,2,1200,5,Drive,9,Yes
A87248609,52,F,UK,24,4,0,1200,6,Road,13,Yes
B47118645,62,F,UK,30,0,1,1200,5,Drive,4,No
B24685671,45,F,UK,5,0,2,1600,5,Garage,14,No
A48899332,21,F,UK,3,0,0,1200,3,Garage,2,No
A15315980,61,F,UK,22,0,1,1200,3,Garage,2,No
A97772170,24,F,UK,7,0,4,1600,4,Garage,6,Yes
A95161304,26,F,UK,2,0,4,1800,6,Garage,4,No
A78030790,71,F,UK,52,0,4,1400,5,Drive,14,Yes
A4459398,56,M,UK,39,0,3,1400,5,Road,4,Yes
A77806220,44,F,UK,16,0,2,1200,2,Garage,17,No
B83035393,47,F,UK,25,0,2,1600,3,Garage,6,No
A71628654,54,M,UK,3,0,1,1400,2,Road,2,No
B45812294,21,F,UK,3,0,1,1200,5,Garage,9,No
A80242845,30,F,UK,3,0,4,1200,2,Garage,1,No
A10344522,55,F,UK,33,0,0,1200,2,Garage,16,No
B93953540,64,M,UK,25,0,0,1400,5,Garage,16,No
A26858884,45,M,UK,28,4,2,1200,5,Road,18,Yes
B13727192,66,F,UK,7,0,2,1800,6,Garage,5,Yes
B11044413,52,F,UK,34,0,1,1400,5,Garage,7,No
B59841644,35,M,UK,18,0,4,1400,2,Garage,18,No
B51029762,51,F,UK,17,0,3,1200,5,Garage,1,No
A21251931,66,M,UK,11,0,1,1200,4,Garage,11,No
B76030732,64,M,UK,46,0,2,1200,2,Road,6,No
B66545713,78,M,UK,48,0,1,1400,3,Road,1,Yes
B85069650,76,F,UK,16,0,2,1400,2,Garage,7,Yes
B35050095,21,M,UK,2,0,0,1200,6,Garage,2,Yes
B24026206,65,M,UK,46,0,1,1400,7,Garage,4,No
B80819379,27,M,UK,5,0,0,1600,7,Garage,18,Yes
A23200507,50,F,UK,19,0,4,1200,6,Road,2,Yes
A6191609,46,F,UK,13,0,0,1200,3,Road,1,No
B8476056,53,M,UK,23,0,4,1600,5,Road,18,Yes
B71276132,52,F,UK,23,0,4,1200,2,Garage,3,No
A21430821,27,F,UK,10,0,1,2000,8,Garage,9,No
A59000615,71,M,UK,52,0,1,1200,2,Road,3,No
A34320104,70,F,UK,24,0,0,1200,6,Garage,15,Yes
B33792679,21,M,UK,3,0,2,1400,6,Garage,6,Yes
B34090394,58,M,UK,14,0,3,1400,6,Garage,8,No
B14069958,21,M,UK,1,4,1,1200,5,Garage,1,Yes
B9743825,77,M,UK,35,0,3,1200,4,Drive,3,No
B70523322,27,M,UK,9,0,3,1200,2,Road,10,No
B46765978,69,M,UK,12,0,2,1600,2,Garage,7,No
B37610,41,M,UK,10,0,1,1400,4,Road,1,Yes
A12271855,41,F,UK,2,0,4,1200,6,Garage,6,No
A84266228,67,F,UK,14,0,0,1400,2,Garage,7,Yes
B19706834,41,F,UK,12,0,2,1400,4,Garage,9,No
A86144440,61,M,UK,7,0,4,1200,6,Garage,9,No
B63633418,19,M,UK,2,0,0,1200,3,Road,2,Yes
A9359569,36,F,UK,9,8,1,1200,2,Garage,2,Yes
B3108974,57,F,UK,2,0,2,1600,6,Garage,1,No
B33340815,49,F,UK,11,0,2,1400,3,Garage,3,No
A66591241,69,M,UK,45,0,3,1200,6,Garage,4,No
A51038104,34,M,UK,17,0,2,1200,4,Road,19,Yes
A74693493,32,M,UK,10,0,0,1400,4,Garage,15,No
A27805946,79,M,UK,20,0,1,1400,7,Road,1,Yes
B41615829,44,F,UK,25,4,1,1800,7,Drive,9,Yes
A38791703,30,M,UK,8,0,0,1200,3,Road,14,No
B86755348,78,F,UK,31,8,4,1400,6,Road,16,Yes
A38373777,60,M,UK,12,0,0,1200,4,Garage,1,No
B19306954,27,F,UK,3,0,1,1200,3,Road,1,No
B76794189,50,F,UK,18,4,3,1200,2,Garage,3,Yes
A20256983,46,M,UK,24,0,0,1200,6,Garage,11,No
A84489596,24,F,UK,5,0,2,1400,3,Road,8,Yes
B16852237,19,F,UK,2,0,3,1200,5,Garage,4,No
B28366580,38,F,UK,2,0,2,1600,3,Garage,2,No
B17319413,80,F,UK,33,0,4,1400,3,Garage,2,Yes
B1415483,60,F,UK,38,0,1,1200,4,Garage,1,No
A70196817,51,F,UK,25,8,4,1400,4,Drive,6,Yes
A83497869,18,F,UK,1,0,3,1600,5,Road,1,Yes
A77668240,50,F,UK,8,0,2,1400,6,Garage,2,No
A71802938,55,F,UK,25,0,3,2000,6,Garage,2,Yes
A80576281,28,F,UK,4,4,2,1600,4,Road,3,Yes
A21043041,55,F,UK,7,0,4,1200,6,Garage,8,No
B31474436,39,M,UK,13,0,2,1200,5,Road,1,Yes
B43723031,61,F,UK,23,4,1,1400,4,Road,1,Yes
A26647958,64,F,UK,22,0,3,1200,2,Garage,3,No
B32103469,37,M,UK,10,0,1,1400,6,Garage,2,No
A25654643,80,F,UK,57,0,3,1200,2,Garage,1,Yes
B78109250,68,M,UK,28,0,0,1400,5,Garage,4,Yes
B33876253,67,M,UK,16,0,3,1800,5,Road,1,Yes
B51760142,45,M,UK,20,0,0,1200,3,Garage,4,No
B88781589,20,M,UK,3,0,3,1400,3,Garage,4,Yes
A36110447,28,M,UK,6,0,3,1200,4,Garage,2,No
B65028470,48,F,UK,14,0,3,1200,2,Road,15,No
A6936096,69,F,UK,11,0,2,1400,5,Drive,3,Yes
B48663162,68,M,UK,36,0,2,1200,6,Garage,2,No
B82762267,54,F,UK,22,0,2,1400,3,Garage,15,Yes
B77012717,76,F,UK,30,0,2,1200,4,Garage,12,Yes
B2891118,26,F,UK,4,4,0,1200,6,Garage,6,Yes
A55723586,78,M,UK,9,0,0,1200,5,Road,19,Yes
B56575832,25,F,UK,4,0,3,1400,4,Road,11,No
A41304469,64,M,UK,1,0,1,1800,7,Garage,13,Yes
A18104937,56,F,UK,23,0,4,1200,6,Garage,15,No
B63115425,29,M,UK,3,0,1,1200,2,Garage,16,No
A56548810,63,F,UK,1,0,0,1200,5,Garage,14,No
B97830937,35,M,UK,11,0,4,1200,6,Garage,2,No
A12897556,26,M,UK,2,0,0,1400,6,Road,3,Yes
B21657503,21,F,UK,4,4,3,1200,3,Garage,1,Yes
B43494805,77,F,UK,47,4,2,1400,4,Garage,11,Yes
B98296091,46,M,UK,6,0,1,1200,5,Garage,1,No
B63213811,64,M,UK,40,0,3,1400,4,Garage,1,No
B94905116,78,F,UK,52,0,3,1200,6,Garage,1,Yes
B4065695,19,M,UK,1,4,0,2000,5,Garage,3,Yes
B52028234,41,M,UK,6,0,2,1200,5,Garage,2,No
A15954679,35,M,UK,3,0,0,1200,4,Road,12,Yes
B21016115,79,M,UK,51,0,2,1400,6,Garage,1,No
A97645626,57,F,UK,39,0,1,1400,4,Garage,2,No
B58414651,34,F,UK,11,8,4,1800,4,Road,3,Yes
A95133232,74,M,UK,5,0,0,1400,3,Road,10,Yes
B6259688,32,F,UK,5,0,3,1200,4,Garage,3,No
B9808274,32,F,UK,2,0,0,1400,6,Road,12,No
B26828240,61,F,UK,35,0,0,1400,4,Garage,1,Yes
B67180494,31,F,UK,8,0,3,1400,7,Garage,15,No
B85180645,35,M,UK,9,0,2,1200,6,Garage,1,No
B99996078,54,F,UK,32,0,0,1200,5,Garage,1,No
B71365338,58,M,UK,13,0,4,1800,5,Garage,1,Yes
A1835522,52,M,UK,28,0,4,1400,4,Garage,1,No
A83815901,77,M,UK,45,0,0,1200,5,Garage,1,No
A49295836,42,F,UK,19,0,2,1200,4,Road,4,No
B1939556,50,F,UK,23,0,1,1200,6,Garage,1,No
A79793793,70,M,UK,44,0,0,1200,6,Garage,2,No
A70575785,31,F,UK,1,0,0,1200,5,Garage,19,No
A90643355,31,M,UK,6,0,3,1200,3,Garage,3,No
A22851497,52,M,UK,24,0,0,1200,4,Garage,1,No
A20295742,55,F,UK,7,0,1,1400,6,Road,1,Yes
A69982443,47,M,UK,8,0,3,1200,6,Garage,6,No
B22611183,57,M,UK,37,8,2,1400,4,Garage,5,Yes
A22118172,70,M,UK,51,0,4,1200,2,Garage,1,No
B997895,25,M,UK,3,0,2,1200,5,Garage,13,No
A48014512,69,F,UK,30,8,2,1400,5,Garage,2,Yes
A99017403,31,F,UK,3,0,3,1400,2,Drive,3,No
A83743237,77,F,UK,41,0,3,1200,2,Garage,5,No
A58370313,73,F,UK,41,0,3,1400,4,Garage,3,Yes
A36880912,73,F,UK,49,0,2,1200,4,Road,6,Yes
B11669760,53,M,UK,12,0,2,1200,2,Drive,3,No
A81173594,69,F,UK,15,0,2,1200,4,Garage,2,Yes
B69972115,32,F,UK,8,0,4,1400,6,Garage,5,No
A99877913,50,F,UK,5,0,4,1200,4,Garage,3,No
A45883754,60,M,UK,25,0,3,1800,6,Drive,1,Yes
A86854990,58,M,UK,33,0,2,1200,5,Garage,3,No
B70359640,41,F,UK,18,0,4,1400,4,Garage,5,No
B84919833,40,F,UK,19,0,1,1200,6,Garage,8,No
A24297971,28,F,UK,1,0,2,1800,5,Garage,1,No
B85037714,77,F,UK,33,0,0,1600,4,Garage,14,Yes
A77499995,80,M,UK,48,0,1,1600,7,Road,4,Yes
A36629832,56,M,UK,35,0,4,1200,4,Drive,1,No
A37802733,80,M,UK,56,0,3,1600,7,Drive,2,Yes
B86849771,45,F,UK,14,0,3,1200,3,Garage,1,No
B15534062,25,F,UK,6,0,3,1200,3,Garage,1,No
A27711040,61,M,UK,13,0,0,2200,7,Road,1,Yes
B6717622,31,F,UK,4,0,1,1600,7,Garage,3,No
B15989663,51,F,UK,29,0,0,1800,7,Garage,11,No
A28640230,18,F,UK,1,0,1,1200,5,Garage,6,No
B33855911,61,M,UK,3,0,2,1200,2,Garage,1,No
A29224846,34,F,UK,10,0,2,1400,2,Garage,3,No
A1584183,58,M,UK,10,0,1,1400,6,Garage,3,No
A37701293,42,F,UK,8,0,0,1400,6,Garage,17,No
B5912109,28,F,UK,5,0,2,1400,4,Garage,9,No
A92019808,38,F,UK,9,0,4,1600,7,Drive,10,Yes
B35665589,19,M,UK,1,0,4,1200,2,Garage,12,Yes
B65151046,27,F,UK,4,0,0,1400,3,Garage,10,No
A46184907,35,F,UK,17,0,0,1200,6,Garage,2,No
A85843093,70,F,UK,1,8,0,1400,2,Drive,1,Yes
B97529773,53,M,UK,7,0,2,1400,4,Garage,4,No
B12033232,71,M,UK,2,0,2,1800,4,Garage,7,No
A54860200,61,M,UK,4,0,4,1200,6,Garage,2,No
B34187992,35,M,UK,8,0,4,1600,7,Garage,1,No
A77587644,62,M,UK,13,0,1,1400,4,Road,8,Yes
A64272973,51,M,UK,34,0,2,1400,4,Garage,1,No
A62269104,25,F,UK,8,8,3,1200,4,Garage,9,Yes
A95220211,48,M,UK,9,0,1,1200,2,Garage,12,No
B95667905,63,M,UK,13,0,0,1200,4,Drive,1,No
B43736580,70,F,UK,8,4,0,1200,3,Drive,9,Yes
B94547356,19,F,UK,2,4,3,1200,5,Road,8,Yes
B54227334,29,F,UK,9,0,1,1600,3,Garage,10,No
B61074705,38,F,UK,14,0,2,1200,4,Garage,4,No
B45180675,52,F,UK,19,0,1,1400,6,Garage,18,No
B91993202,22,M,UK,2,0,2,1600,5,Road,1,Yes
A68380885,40,F,UK,21,4,1,1200,3,Garage,11,Yes
B89856791,67,F,UK,41,0,4,1200,3,Drive,10,No
B97453531,30,F,UK,7,0,4,1400,6,Garage,10,No
B90563191,35,M,UK,4,0,0,1400,6,Garage,5,No
B52849419,47,F,UK,1,0,2,1400,5,Drive,1,No
A12794125,28,F,UK,7,0,3,1400,3,Garage,4,No
A99880522,57,M,UK,33,0,3,2000,6,Garage,3,Yes
B18473352,42,F,UK,16,0,0,1200,6,Road,7,Yes
A2707189,44,M,UK,1,0,0,1400,7,Garage,8,Yes
A53089906,22,F,UK,3,8,4,1400,2,Drive,1,Yes
B68751506,23,M,UK,4,8,1,2000,5,Garage,11,Yes
B51822777,20,F,UK,2,0,0,1200,3,Drive,5,No
B55626272,53,M,UK,21,0,3,1200,6,Road,16,Yes
A61950216,32,F,UK,9,0,1,1200,5,Road,7,No
A59850367,58,F,UK,13,0,4,1800,3,Garage,6,No
A3745110,67,F,UK,24,0,0,1200,3,Garage,1,No
B51670293,40,F,UK,4,4,3,1400,4,Garage,2,Yes
B92953530,54,M,UK,25,0,3,1200,5,Garage,3,No
B84075128,22,F,UK,1,0,1,1400,4,Garage,2,No
A83577291,20,M,UK,3,0,4,1200,6,Road,18,Yes
B74362535,76,F,UK,5,0,3,2200,5,Garage,2,Yes
B91440841,22,F,UK,5,0,1,1200,5,Garage,3,No
A68548531,63,F,UK,4,0,0,1400,3,Garage,11,No
B59672689,44,F,UK,3,0,4,1400,6,Garage,16,No
B94792962,62,F,UK,14,8,0,1200,4,Garage,2,Yes
B74504295,52,F,UK,4,8,2,1200,3,Garage,1,Yes
A63300736,38,F,UK,4,0,3,1200,4,Garage,13,No
A61704726,51,F,UK,13,0,0,1200,5,Garage,3,No
B72831381,19,M,UK,1,0,0,1200,5,Garage,6,Yes
B43546166,59,F,UK,2,0,2,1600,5,Garage,5,Yes
A40118629,23,F,UK,2,0,2,1200,3,Road,7,Yes
A58423227,79,F,UK,17,0,2,1200,2,Road,1,Yes
A4665648,71,M,UK,28,0,3,1600,4,Garage,5,No
B51188595,53,M,UK,9,0,3,1200,6,Garage,2,No
B29561165,77,F,UK,12,0,1,1200,4,Drive,2,Yes
A63425553,47,F,UK,16,0,0,1400,4,Road,14,Yes
A57989848,68,M,UK,8,0,1,1200,4,Garage,4,No
A21277742,54,M,UK,8,0,0,1400,5,Garage,2,No
B39218509,64,M,UK,22,0,4,1200,6,Road,18,Yes
B11886483,20,F,UK,2,8,3,1200,6,Garage,2,Yes
A45224501,51,F,UK,25,4,2,1600,4,Drive,4,Yes
A8629381,73,F,UK,24,0,0,1200,5,Garage,1,Yes
B99183665,51,M,UK,30,0,4,1400,4,Road,9,Yes
A94562056,26,F,UK,4,0,1,1200,3,Garage,1,No
A18166111,47,F,UK,3,8,0,1600,4,Garage,1,Yes
B31182434,26,M,UK,4,8,3,1200,4,Garage,17,Yes
A73785268,57,F,UK,25,0,0,1200,4,Garage,3,No
B438873,67,F,UK,50,0,4,1200,4,Drive,1,Yes
B90117296,41,M,UK,2,0,3,1200,4,Garage,2,No
B76165391,61,M,UK,11,0,2,1600,3,Road,1,Yes
A40679197,42,F,UK,20,8,1,1200,5,Road,7,Yes
A52192290,59,F,UK,42,0,2,1200,6,Garage,4,No
B68084361,76,F,UK,24,0,0,1200,5,Garage,7,Yes
A42517144,68,F,UK,10,0,1,1200,4,Garage,2,Yes
A99577802,36,M,UK,16,0,0,1200,6,Garage,7,No
B60592289,42,F,UK,24,8,2,1600,5,Garage,2,Yes
A21261085,74,F,UK,31,0,1,1200,4,Drive,12,Yes
A20475668,77,M,UK,6,0,0,1400,5,Garage,11,Yes
B67955462,45,F,UK,24,0,2,1200,6,Drive,1,No
A97016708,22,F,UK,2,0,2,1600,6,Garage,11,Yes
A7161411,32,M,UK,1,0,0,1200,6,Garage,1,No
B24355585,28,F,UK,4,0,0,1400,3,Garage,15,No
A76177760,56,M,UK,26,0,4,1400,4,Road,1,Yes
B49156175,36,F,UK,3,8,4,1400,7,Garage,4,Yes
B13463139,59,M,UK,33,0,0,1200,5,Drive,10,Yes
A74346722,25,F,UK,4,0,4,1200,2,Road,13,No
B85689792,79,F,UK,53,0,2,1200,5,Garage,8,Yes
B85383435,72,F,UK,27,0,3,1200,6,Garage,1,Yes
A56008351,34,M,UK,11,0,0,1200,4,Garage,2,No
A7089609,58,F,UK,21,0,1,1200,4,Garage,9,No
A10181454,73,F,UK,49,0,3,1600,4,Garage,2,Yes
A34883718,49,F,UK,5,8,4,1400,6,Garage,8,Yes
B52778021,60,M,UK,3,0,2,1600,4,Garage,11,No
A28878836,76,M,UK,37,4,1,1400,2,Garage,10,Yes
B84308927,37,F,UK,9,0,1,1200,4,Garage,17,No
B71659531,71,M,UK,19,0,2,1600,3,Garage,2,No
A88551341,39,F,UK,8,0,3,1400,7,Garage,1,No
A69161744,73,M,UK,43,0,4,1400,5,Drive,2,No
A40302056,35,F,UK,15,0,3,1200,2,Garage,2,No
A75990940,80,F,UK,59,0,0,2200,6,Garage,1,Yes
A66090411,79,F,UK,49,0,3,1400,7,Garage,6,Yes
A73084711,26,F,UK,1,0,4,1600,4,Garage,2,No
B11090686,33,M,UK,8,0,3,1200,5,Garage,16,No
A51429618,32,M,UK,11,0,4,2000,5,Garage,2,No
A75453204,28,F,UK,6,0,3,1400,5,Garage,2,No
B76125431,29,F,UK,7,0,4,1200,6,Road,10,No
B16052903,70,M,UK,7,0,0,1200,5,Garage,1,No
A81234953,31,F,UK,5,4,2,1200,2,Drive,4,Yes
B72475335,55,M,UK,16,0,2,1200,3,Road,5,No
A8070063,68,M,UK,50,0,4,1400,6,Road,5,Yes
A99029170,25,F,UK,6,0,2,1400,2,Garage,6,No
A52579191,63,M,UK,36,0,0,1600,6,Garage,1,Yes
A26755421,39,M,UK,21,0,2,1200,6,Garage,14,No
A69334399,70,M,UK,39,0,0,1400,5,Garage,1,No
B72030167,60,M,UK,41,0,1,1400,5,Garage,1,No
B54211752,60,M,UK,36,0,3,1200,4,Road,4,Yes
A34868017,73,F,UK,20,0,4,1600,7,Garage,13,Yes
B89745580,36,M,UK,8,0,0,1600,5,Road,10,Yes
A27159617,69,M,UK,38,0,4,1200,6,Road,16,Yes
A52980749,68,F,UK,19,4,1,1200,4,Garage,2,Yes
A84529677,55,F,UK,27,0,1,1200,2,Garage,2,No
A92110830,66,F,UK,11,0,4,1200,3,Garage,14,No
B89660438,65,F,UK,19,0,3,1400,6,Garage,19,Yes
B20923754,18,M,UK,1,0,0,1200,5,Garage,10,Yes
B28425090,67,F,UK,26,0,0,1200,4,Garage,1,Yes
B74964991,72,F,UK,47,0,4,1600,7,Garage,1,Yes
B64722453,79,M,UK,4,0,2,1400,6,Garage,9,Yes
A50655955,51,F,UK,28,0,2,1600,6,Drive,6,Yes
A59224208,55,M,UK,24,0,1,1200,4,Road,2,Yes
A61756054,51,M,UK,4,0,4,1600,7,Garage,2,No
A65244588,77,M,UK,37,0,0,1200,2,Road,11,Yes
A27187116,45,F,UK,25,0,1,1200,6,Road,2,Yes
B61926655,36,M,UK,10,8,3,1200,2,Drive,1,Yes
A36022258,20,M,UK,3,0,1,1400,7,Garage,6,Yes
A23338933,52,F,UK,1,0,0,1200,6,Road,13,Yes
A55126726,22,M,UK,2,0,0,1200,4,Drive,6,Yes
A49660172,19,M,UK,2,0,0,1400,5,Drive,4,Yes
B99768637,68,M,UK,13,0,3,1200,3,Garage,2,No
B97145060,77,F,UK,20,0,3,1200,6,Garage,3,Yes
B51514671,64,F,UK,44,0,0,1600,4,Garage,13,Yes
B81082749,58,F,UK,34,8,3,1600,7,Garage,2,Yes
B49726064,44,M,UK,9,0,2,1200,6,Garage,4,No
B10168449,48,M,UK,7,0,4,1800,7,Garage,1,No
B18222479,21,M,UK,4,0,2,1400,4,Garage,2,Yes
B90580519,63,F,UK,46,4,0,1400,4,Garage,6,Yes
B10074816,58,F,UK,30,0,0,1200,6,Garage,14,No
A98040741,54,F,UK,18,0,1,1600,5,Garage,2,No
A25617878,41,M,UK,23,0,0,1200,2,Drive,1,No
A38992940,50,M,UK,11,0,0,1400,3,Road,1,No
A73247392,45,M,UK,1,0,4,1200,4,Garage,9,No
B48951083,60,F,UK,38,0,4,1600,5,Garage,18,Yes
B31964889,61,F,UK,11,8,2,1400,5,Garage,11,Yes
A61673158,54,F,UK,5,0,3,1400,6,Garage,15,No
A85012137,46,F,UK,9,0,4,1400,2,Garage,1,No
A85243219,22,F,UK,1,8,4,1200,6,Road,3,Yes
A96857175,25,M,UK,1,0,3,1400,6,Garage,1,No
A29655910,39,M,UK,20,0,4,1200,3,Garage,5,No
B79974005,33,F,UK,9,0,0,2200,4,Garage,1,No
A51208153,69,F,UK,29,0,2,1600,4,Garage,8,Yes
A18628790,43,F,UK,8,0,3,1200,5,Garage,2,No
A70761432,43,M,UK,8,0,1,1800,5,Garage,3,No
B90761983,70,F,UK,24,0,3,1400,5,Garage,20,Yes
B14271240,19,M,UK,1,0,3,1200,5,Road,2,Yes
A10556295,40,M,UK,22,0,4,1400,2,Garage,1,No
B43159988,39,M,UK,2,0,0,1200,4,Garage,1,No
A74070475,49,F,UK,11,0,3,1600,3,Drive,4,No
B96333103,23,F,UK,5,0,4,1200,6,Garage,7,Yes
A99435413,51,M,UK,11,0,4,1200,6,Drive,6,Yes
A23303401,76,F,UK,35,0,3,1400,6,Drive,19,Yes
A7936727,56,M,UK,24,0,4,1400,5,Garage,6,No
A32450346,29,F,UK,10,4,3,1200,3,Garage,2,Yes
B26178030,37,F,UK,16,0,3,1400,4,Garage,6,No
A84117805,73,F,UK,35,0,3,1800,4,Garage,3,Yes
B32966346,24,F,UK,2,0,0,1600,3,Garage,16,Yes
B95631623,32,M,UK,5,0,3,1200,6,Garage,17,No
B23406408,20,F,UK,3,4,3,1400,4,Garage,3,Yes
B83462426,59,F,UK,19,0,4,1400,4,Garage,1,No
A46812814,44,F,UK,10,0,2,1200,2,Road,1,No
B40740754,47,M,UK,1,0,3,1200,2,Road,5,No
A86303281,75,M,UK,53,0,3,1200,6,Garage,19,No
A14614407,40,F,UK,20,8,4,1200,2,Garage,1,Yes
B28639692,58,M,UK,41,4,1,1200,3,Road,5,Yes
B34431613,35,M,UK,10,0,1,1200,6,Garage,9,No
A35080289,45,M,UK,13,0,0,1200,3,Road,1,No
A70790202,63,F,UK,16,0,2,1200,6,Drive,5,Yes
A31033373,62,F,UK,45,0,2,1200,5,Drive,12,Yes
A16080716,72,M,UK,27,0,4,1200,6,Road,1,Yes
